Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,reviewer_nationality,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng,review
40 trinity square City of London London EC3N 4DJ United Kingdom,832,9/5/2016,9.1,citizenM Tower of London, United States of America ,7,4672,188,4,10.0,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 4 nights ']",332 day,51.510237,-0.0764428, Nothing could have been better   Everything was perfect top to bottom Definitely a hip vibe which fits London properly Open for only a month at the time this hotel has the Roman wall with Trajan s statue running along the rear Tower Hill Underground to one side London Tower at its doorstep The terrace on the 7th floor gives views of London Tower Tower Bridge The Shard The Gherkin The rooms are minimalist run by a provided iPad with chic decor The lobby 7th floor are the gathering places with really cool collections including the Number 10 Downing door to enter the club on the 7th floor The staff special mentions for Emmanuel Emma Harry are very welcoming and accommodating When we had trouble with a room outlet TV reception Emma accommodated immediately with a change of room rather than disturb us with a repair person She helped us with the luggage herself set things right within minutes including a special access room because she noticed my wife traveling with a cane The food offerings were available and fresh around the clock reasonably priced for the area Outstanding for the price 
60 Pentonville Road Islington London N1 9LA United Kingdom,685,7/12/2016,8.6,DoubleTree by Hilton London Islington, United Kingdom ,17,2277,28,5,10.0,"[' Leisure trip ', ' Couple ', ' Deluxe Queen Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",387 day,51.5322508,-0.1095714, Would have liked the bathrobes and slippers on first day of stay rather than second   Loved the welcome cookie Staff very accommodating and any requests eg a sewing kit were dealt with promptly Very comfortable bed and room great cooling system 
Piazza XXIV Maggio 8 Milan City Center 20123 Milan Italy,103,4/4/2017,9.2,The Yard Milano, United Arab Emirates ,6,786,5,7,10.0,"[' Leisure trip ', ' Family with young children ', ' Suite ', ' Stayed 1 night ', ' Submitted from a mobile device ']",121 day,45.453152,9.179172, It should be more big  Unique and antique collection
25 Courtfield Gardens Kensington and Chelsea London SW5 0PG United Kingdom,222,9/29/2015,9.0,The Nadler Kensington, New Zealand ,20,1209,19,8,8.8,"[' Leisure trip ', ' Family with older children ', ' Deluxe Double Room ', ' Stayed 1 night ']",674 day,51.4931086,-0.190208, The room is a bit small for 4 people and there s only 1 toilet bathroom NO breakfast   Everything in the room is new and clean The receptionist Evelia Hernandez was very nice and helpful 
Viale Tunisia 9 Central Station 20124 Milan Italy,132,7/4/2016,8.1,Best Western Hotel St George, Italy ,0,1700,3,28,7.5,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 1 night ']",395 day,45.4770906,9.2054208,No Negative  Location quietness
Spaarndammerdijk 304 Westerpark 1013 ZX Amsterdam Netherlands,252,1/18/2017,8.5,WestCord Art Hotel Amsterdam 4 stars, Ireland ,0,1712,25,1,9.6,"[' Leisure trip ', ' Couple ', ' Junior Suite ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",197 day,52.3924898,4.8683822,No Negative  One staff member in particular Mila I think his name was was absolutely amazing So helpful and so kind Cocktails were good too 
Roger de Lluria 16 18 Eixample 08010 Barcelona Spain,229,4/21/2016,8.9,Negresco Princess 4 Sup, Greece ,55,2369,11,10,7.1,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 2 nights ']",469 day,41.3905166,2.1725643, The room Because it was too small and claustrophobic and it didn t superior as the room was on booking s site pictures I paid for a superior and I took a basic one I didn t have the time at all to say it at the reception but still I am disappointed   Iliked the modern design the breakfast and the location 
15 rue Edouard Manet 13th arr 75013 Paris France,152,4/17/2016,9.0,COQ Hotel Paris, Russia ,56,1682,54,20,9.2,"[' Business trip ', ' Solo traveler ', ' Classic Room ', ' Stayed 2 nights ']",473 day,48.8328764,2.3572531, Room size is quite Parisian The lightning in the rooms seems to be rather poor It would be great to have a kettle and some tea and coffee in the room but of course it is just a suggestion Breakfast in not very rich though still very nice and consisting of high quality products   The hotel is very well located in the beginning of calm China Town disctrict 2 minutes from Place d Italie underground station It has a wonderful lounge area with self service bar and generally nice ambience Rooms are clean and staff is helpful This hotel is certainly a good value for money 
Linzer Stra e 165 14 Penzing 1140 Vienna Austria,185,5/17/2016,8.0,Hotel Kavalier, Germany ,3,3333,0,6,9.6,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 2 nights ']",443 day,48.1940487,16.2971831, Average breakfast No Positive
Corso Buenos Aires 3 Milan City Center 20124 Milan Italy,282,9/5/2015,8.6,Worldhotel Cristoforo Colombo, Cyprus ,31,2875,11,12,8.3,"[' Business trip ', ' Solo traveler ', ' Basic Single Room ', ' Stayed 5 nights ']",698 day,45.4758842,9.205791, An Italian couple were literally doing it in the Spa and there were not staff around to tell them off Even a fake camera might have put them off   Great central location Nice rooms that were very clean 
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,5/19/2017,8.4,Park Plaza County Hall London, United Kingdom ,17,6117,9,144,7.5,"[' Business trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 1 night ']",76 days,51.5014001,-0.1160092, Slow check out due to IT problem Gristle in sausages at breakfast Misleading hotel name   Comfortable junior suite with views of London Eye
Hollandstra e 3 02 Leopoldstadt 1020 Vienna Austria,86,12/12/2016,8.2,Hotel Mercure Wien City, Sweden ,0,910,26,1,8.8,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",234 day,48.2152663,16.376103,No Negative  The hotel was an easy walk from the Ubahn and the central sites Our room was pristine and comfortable with a good sized bathroom 
7 rue de Berri 8th arr 75008 Paris France,66,4/24/2016,8.8,H tel Lancaster Paris Champs Elys es, Vietnam ,6,254,6,4,9.2,"[' Leisure trip ', ' Family with older children ', ' Executive Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",466 day,48.8723438,2.3033378, The floor is not smooth  The staffs are very kind
Excel 2 Festoon Way Royal Victoria Dock Newham London E16 1RH United Kingdom,853,8/23/2016,8.4,DoubleTree By Hilton London Excel, United Kingdom ,0,2726,81,1,5.0,"[' Leisure trip ', ' Couple ', ' Deluxe Queen Room with View ', ' Stayed 1 night ', ' Submitted from a mobile device ']",345 day,51.507377,0.038657,No Negative  I was fairly satisfied with general customer service but facilities were inadequate and bed comfort below expectation Room was clean and tidy but with temperature soaring to between 25 and 30 degrees I was disappointed to find no fridge nor drinking water in the room Despite having to ask for some plain water I couldn t wait long so my wife and I left to find shops shortly after arrival My overall experience was affected from this unfortunate start 
20 Lavington Street Southwark London SE1 0NZ United Kingdom,804,8/17/2015,9.1,citizenM London Bankside, United States of America ,15,3802,32,1,9.6,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 5 nights ']",717 day,51.5051507,-0.1004724, The rooms are small but after one day we were accustomed to it   The staff was EXCELLENT They were able to answer all my questions make outstanding restaurant suggestions and had a scale for me to weigh my luggage for the flight home 
Herengracht 519 525 Amsterdam City Center 1017 BV Amsterdam Netherlands,141,6/16/2016,9.2,Banks Mansion All Inclusive Hotel, United Kingdom ,5,803,41,13,10.0,"[' Leisure trip ', ' Group ', ' Deluxe Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",413 day,52.3653868,4.8931979, Everything was great   Loved this hotel Very central within easy reach of superb restaurants Close to tram stop Staff were very helpful and friendly Great bar and non alcoholic refreshments available throughout the day Will definitely recommend and hope to visit again 
14 15 Langham Place Westminster Borough London W1B 2QS United Kingdom,368,1/3/2017,7.5,Saint Georges Hotel, United Kingdom ,130,2092,0,7,6.7,"[' Leisure trip ', ' Solo traveler ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",212 day,51.517839,-0.1424476, The hotel is in a great location and because of the location is good value However the hotel really needs renovation I was woken up at 1am by water pouring through my ceiling from upstairs I was moved to a room where the heating didn t work and the taps on the bath didn t turn on I was given a 15 discount because of this but this didn t particularly warm me up Some of the staff are friendly but I found that most lacked the basic manners and courtesy required in the hospitality industry Plus the relentless banging on doors in the morning even with a do not disturb sign hanging to clean the room and provide maintenance did not result in a restful lie in  No Positive
18 Avenue De Suffren Entr e au 22 rue Jean Rey 15th arr 75015 Paris France,428,4/19/2016,8.6,Pullman Paris Tour Eiffel, United Kingdom ,20,2764,19,5,7.5,"[' Leisure trip ', ' Couple ', ' Superior King Room Eiffel Tower View ', ' Stayed 1 night ', ' Submitted from a mobile device ']",471 day,48.8555664,2.2926243, Being disturbed twice by service staff who let themselves into our room while we were still in it   The bed was comfy the shower was very good too Had a wonderful view of the Tower 
33 Beaufort Gardens Kensington and Chelsea London SW3 1PP United Kingdom,124,8/13/2016,8.8,The Beaufort, Nigeria ,2,510,6,3,9.2,"[' Leisure trip ', ' Solo traveler ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",355 day,51.4978466,-0.164156, Nothing  Bed was really comfy 
101 Buckingham Palace Road Westminster Borough London SW1W 0SJ United Kingdom,838,8/18/2015,8.4,The Grosvenor, United Kingdom ,24,3274,8,5,8.3,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",716 day,51.4956657,-0.1452793, We had been upgraded to a deluxe room this was not in my opinion a deluxe It was small and no outlook   Liked the interior and sitting g areas
1 Waterview Drive Greenwich London SE10 0TW United Kingdom,1258,5/15/2016,9.4,Intercontinental London The O2, United Kingdom ,0,4204,16,5,9.6,"[' Leisure trip ', ' Couple ', ' Superior King Room ', ' Stayed 1 night ']",445 day,51.5024348,-0.0002497,No Negative  Nices hotel I have ever stayed at No signs of wear or tear anywhere 
Leidsekade 97 Amsterdam City Center 1017 PN Amsterdam Netherlands,601,1/7/2016,8.5,Hampshire Hotel Amsterdam American, Singapore ,21,4032,2,1,6.7,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",574 day,52.363889,4.881302, Room was faintly lit needs a main brighter light source Squeeking floors everywhere Doors walls are not very soundproof   Location
Spaarndammerdijk 304 Westerpark 1013 ZX Amsterdam Netherlands,252,3/17/2017,8.5,WestCord Art Hotel Amsterdam 4 stars, Iraq ,4,1712,7,1,9.6,"[' Leisure trip ', ' Couple ', ' Junior Suite ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",139 day,52.3924898,4.8683822, having to pay  Very quite with pleasant staff 
Parkring 12 01 Innere Stadt 1010 Vienna Austria,251,5/10/2017,9.0,Hotel Am Parkring, Armenia ,0,2304,9,5,10.0,"[' Leisure trip ', ' Group ', ' Single Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",85 days,48.2056333,16.3778615,No Negative  Very convinient location and very helpful staff 
Piazza Giuseppe Missori 1 Milan City Center 20123 Milan Italy,301,2/5/2016,8.4,Hotel Dei Cavalieri, Turkey ,78,3445,32,18,7.1,"[' Leisure trip ', ' Family with older children ', ' Triple Room ', ' Stayed 2 nights ']",545 day,45.4608547,9.1886179, 1 Late Housekeeping they didn t cleaned the room until 16 30 when we came back to our room to take some rest they called us and asked whether we need cleaning although the room was empty from 10 to 16 30 2 There was a que in front of the breakfast room 3 We were on the 3rd floor but we couldn t open the window because it was the ground floor in the interier terrace  1 Location We walked everywhere even naviglio last supper pieta 2 We stayed in the triple room it was large It was larger than what we expected 3 Breakfast was good
Mallorca 1 23 Sants Montju c 08014 Barcelona Spain,390,4/26/2016,7.6,Expo Hotel Barcelona, Spain ,6,4646,23,1,10.0,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room with Balcony ', ' Stayed 1 night ', ' Submitted from a mobile device ']",464 day,41.3792053,2.1427989, Can t fault it   We use this hotel regularly as it is just beside the train station Staff are so friendly and breakfasts are excellent 
33 37 Hogarth Road Kensington and Chelsea London SW5 0QQ United Kingdom,989,9/2/2016,8.4,Park Grand London Kensington, Malaysia ,11,4660,3,2,7.9,"[' Business trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",335 day,51.4938468,-0.1917582, The underground rooms did not had access to the lifts  The location
372 Strand Westminster Borough London WC2R 0JJ United Kingdom,2288,2/23/2016,8.1,Strand Palace Hotel, United Kingdom ,66,9568,11,11,9.6,"[' Leisure trip ', ' Group ', ' Standard Twin Room ', ' Stayed 2 nights ']",527 day,51.5110993,-0.1208673, We had a fire alarm and had to gather in the foyer at 3 50 am after climbing down 7 flights of stairs It was a false alarm but as there were quite a lot of worried guests it would have been considerate if the young man on reception had kept us informed Had to hear via word of mouth to return to bed   Very friendly helpful staff especially in the breakfast area 
160 Cromwell Road Kensington Kensington and Chelsea London SW5 0TL United Kingdom,148,6/24/2016,9.0,Hotel Xenia Autograph Collection, Australia ,21,682,34,15,10.0,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 3 nights ']",405 day,51.4946905,-0.1910197, The room was a little small but we expected this as many Hotels in London have small size rooms   The location of the Hotel was incredible it was walking distance to many iconic hot spots and short stroll to 2 tube stations The staff could not help enough especially the conciergue 
5 rue du 8 Mai 1945 10th arr 75010 Paris France,710,9/13/2016,7.9,Holiday Inn Paris Gare de l Est, Germany ,14,6511,15,7,7.1,"[' Business trip ', ' Solo traveler ', ' Double Room Non Smoking ', ' Stayed 2 nights ']",324 day,48.8758981,2.3590504, Only some staff are friendly there is a nonchalant attitude towards customers   Excellent location Rooms are not very spacious but decent enough good value for money
Great Cumberland Place Westminster Borough London W1H 7DL United Kingdom,1190,10/20/2015,7.5,The Cumberland A Guoman Hotel, United Kingdom ,4,5180,35,1,8.8,"[' Leisure trip ', ' Family with older children ', ' Standard Twin Room ', ' Stayed 1 night ']",653 day,51.514879,-0.1606501, Nothing all good  Very spacious hotel and the staff were friendly positive and helpful Breakfast excellent range and service in the restaurant Despite being a large hotel it has the ambience of a more intimate hotel 
Rembrandtplein 26 36 Amsterdam City Center 1017 CV Amsterdam Netherlands,224,12/27/2016,7.7,NH Amsterdam Schiller, United Kingdom ,3,1667,4,3,8.3,"[' Leisure trip ', ' Family with young children ', ' Standard Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",219 day,52.3657092,4.8966912, Creeky floors  Location room service
